Date,Open,High,Low,Close,Adj Close,Volume
2023-01-06,0.008157,0.008181,0.008153,0.008157,0.008157,0
2023-01-09,0.008160,0.008182,0.008147,0.008153,0.008153,0
2023-01-10,0.008150,0.008193,0.008143,0.008150,0.008150,0
2023-01-11,0.008143,0.008157,0.008139,0.008143,0.008143,0
2023-01-12,0.008140,0.008157,0.008137,0.008140,0.008140,0
2023-01-13,0.008137,0.008143,0.008133,0.008137,0.008137,0
2023-01-16,0.008140,0.008162,0.008130,0.008193,0.008193,0
2023-01-17,0.008137,0.008137,0.008068,0.008137,0.008137,0
2023-01-18,0.008127,0.008150,0.008100,0.008127,0.008127,0
2023-01-19,0.008123,0.008152,0.008107,0.008123,0.008123,0
2023-01-20,0.008120,0.008137,0.008116,0.008120,0.008120,0
2023-01-23,0.008123,0.008195,0.008114,0.008123,0.008123,0
2023-01-24,0.008114,0.008135,0.008110,0.008114,0.008114,0
2023-01-25,0.008110,0.008143,0.008107,0.008110,0.008110,0
2023-01-26,0.008107,0.008114,0.008101,0.008107,0.008107,0
2023-01-27,0.008107,0.008110,0.008100,0.008107,0.008107,0
2023-01-30,0.008104,0.008127,0.008097,0.008125,0.008125,0
2023-01-31,0.008102,0.008104,0.008072,0.008102,0.008102,0
2023-02-01,0.008097,0.008116,0.008091,0.008097,0.008097,0
2023-02-02,0.008091,0.008104,0.008084,0.008091,0.008091,0
2023-02-03,0.008084,0.008112,0.008078,0.008084,0.008084,0
2023-02-06,0.008081,0.008099,0.008068,0.008037,0.008037,0
2023-02-07,0.008071,0.008084,0.008052,0.008013,0.008013,0
2023-02-08,0.008063,0.008087,0.008058,0.008063,0.008063,0
2023-02-09,0.008058,0.008074,0.008052,0.008058,0.008058,0
2023-02-10,0.008052,0.008074,0.008030,0.008052,0.008052,0
2023-02-13,0.008065,0.008074,0.008037,0.008091,0.008091,0
2023-02-14,0.008048,0.008089,0.008032,0.008048,0.008048,0
2023-02-15,0.008032,0.008048,0.007981,0.008032,0.008032,0
2023-02-16,0.008007,0.008042,0.008007,0.008007,0.008007,0
2023-02-17,0.008022,0.008039,0.007987,0.008022,0.008022,0
2023-02-20,0.008055,0.008055,0.007992,0.008082,0.008082,0
2023-02-21,0.007992,0.008016,0.007981,0.007992,0.007992,0
2023-02-22,0.007990,0.008006,0.007968,0.007990,0.007990,0
2023-02-23,0.007996,0.007996,0.007955,0.007996,0.007996,0
2023-02-24,0.007982,0.007990,0.007943,0.007982,0.007982,0
2023-02-27,0.007959,0.007981,0.007886,0.007993,0.007993,0
2023-02-28,0.007930,0.007952,0.007918,0.007930,0.007930,0
2023-03-01,0.007918,0.007946,0.007899,0.007918,0.007918,0
2023-03-02,0.007899,0.007933,0.007886,0.007899,0.007899,0
2023-03-03,0.007915,0.007915,0.007873,0.007915,0.007915,0
2023-03-06,0.007899,0.007941,0.007814,0.007874,0.007874,0
2023-03-07,0.007814,0.007886,0.007814,0.007814,0.007814,0
2023-03-08,0.007837,0.007868,0.007814,0.007837,0.007837,0
2023-03-09,0.007825,0.007855,0.007800,0.007825,0.007825,0
2023-03-10,0.007800,0.007831,0.007770,0.007800,0.007800,0
2023-03-13,0.007776,0.007830,0.007764,0.007877,0.007877,0
2023-03-14,0.007764,0.007816,0.007758,0.007764,0.007764,0
2023-03-15,0.007755,0.007790,0.007746,0.007755,0.007755,0
2023-03-16,0.007746,0.007776,0.007698,0.007746,0.007746,0
2023-03-17,0.007764,0.007776,0.007740,0.007698,0.007698,0
2023-03-20,0.007752,0.007764,0.007722,0.007949,0.007949,0
2023-03-21,0.007752,0.007759,0.007710,0.007752,0.007752,0
2023-03-22,0.007722,0.007728,0.007686,0.007722,0.007722,0
2023-03-23,0.007698,0.007707,0.007669,0.007698,0.007698,0
2023-03-24,0.007675,0.007709,0.007663,0.007675,0.007675,0
2023-03-27,0.007669,0.007678,0.007657,0.007669,0.007669,0
2023-03-28,0.007657,0.007669,0.007605,0.007657,0.007657,0
2023-03-29,0.007704,0.007704,0.007622,0.007704,0.007704,0
2023-03-30,0.007625,0.007639,0.007610,0.007625,0.007625,0
2023-03-31,0.007610,0.007627,0.007599,0.007610,0.007610,0
2023-04-03,0.007605,0.007654,0.007590,0.007605,0.007605,0
2023-04-04,0.007590,0.007611,0.007573,0.007590,0.007590,0
2023-04-05,0.007573,0.007582,0.007502,0.007573,0.007573,0
2023-04-06,0.007553,0.007564,0.007539,0.007553,0.007553,0
2023-04-07,0.007541,0.007654,0.007491,0.007541,0.007541,0
2023-04-10,0.007541,0.007647,0.007491,0.007541,0.007541,0
2023-04-11,0.007541,0.007544,0.007523,0.007491,0.007491,0
2023-04-12,0.007533,0.007539,0.007482,0.007533,0.007533,0
2023-04-13,0.007519,0.007527,0.007493,0.007519,0.007519,0
2023-04-14,0.007496,0.007514,0.007435,0.007446,0.007446,0
2023-04-17,0.007488,0.007539,0.007474,0.007488,0.007488,0
2023-04-18,0.007477,0.007491,0.007427,0.007477,0.007477,0
2023-04-19,0.007463,0.007471,0.007446,0.007413,0.007413,0
2023-04-20,0.007452,0.007460,0.007443,0.007452,0.007452,0
2023-04-21,0.007443,0.007532,0.007443,0.007443,0.007443,0
2023-04-24,0.007443,0.007452,0.007386,0.007443,0.007443,0
2023-04-25,0.007435,0.007557,0.007424,0.007551,0.007551,0
2023-04-26,0.007427,0.007429,0.007366,0.007427,0.007427,0
2023-04-27,0.007416,0.007429,0.007404,0.007366,0.007366,0
2023-04-28,0.007413,0.007429,0.007364,0.007364,0.007364,0
2023-05-01,0.007407,0.007407,0.007407,0.007407,0.007407,0
2023-05-02,0.007407,0.007413,0.007350,0.007358,0.007358,0
2023-05-03,0.007399,0.007416,0.007350,0.007350,0.007350,0
2023-05-04,0.007388,0.007402,0.007337,0.007388,0.007388,0
2023-05-05,0.007386,0.007402,0.007337,0.007386,0.007386,0
2023-05-08,0.007383,0.007388,0.007331,0.007383,0.007383,0
2023-05-09,0.007380,0.007423,0.007364,0.007380,0.007380,0
2023-05-10,0.007369,0.007377,0.007361,0.007369,0.007369,0
2023-05-11,0.007366,0.007369,0.007310,0.007321,0.007321,0
2023-05-12,0.007358,0.007366,0.007305,0.007310,0.007310,0
2023-05-15,0.007353,0.007364,0.007305,0.007353,0.007353,0
2023-05-16,0.007348,0.007358,0.007299,0.007348,0.007348,0
2023-05-17,0.007342,0.007356,0.007321,0.007342,0.007342,0
2023-05-18,0.007331,0.007342,0.007283,0.007331,0.007331,0
2023-05-19,0.007323,0.007331,0.007275,0.007323,0.007323,0
2023-05-22,0.007326,0.007326,0.007270,0.007326,0.007326,0
2023-05-23,0.007310,0.007326,0.007294,0.007310,0.007310,0
2023-05-24,0.007299,0.007315,0.007286,0.007252,0.007252,0
2023-05-25,0.007286,0.007302,0.007283,0.007286,0.007286,0
2023-05-26,0.007283,0.007375,0.007236,0.007239,0.007239,0
2023-05-29,0.007281,0.007366,0.007273,0.007281,0.007281,0
2023-05-30,0.007229,0.007237,0.007226,0.007226,0.007226,0
